SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload
6,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
6,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
6,Baseline,False,0.257792,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,0.464744,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,0.6748923,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,0.8877882,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,1.221122,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.74,2.18,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,1.221122,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.334302,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.430551,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.74,2.18,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,1.444498,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.556041,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.639201,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.74,2.18,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,1.666706,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.778081,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,1.847449,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.73,2.18,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,1.889773,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.0004,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.056301,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.72,2.18,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,2.111914,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.223338,gaze_sample,"{""target"": ""gate-lasers""}"
6,Baseline,False,2.265045,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.70,2.19,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,2.334973,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.446934,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.473366,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.69,2.19,7.46"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,2.556867,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.668159,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.681936,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.69,2.19,7.47"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,2.779409,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,2.890795,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.70,2.19,7.45"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,2.890795,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.001922,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.099201,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.72,2.19,7.43"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,3.113275,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.224395,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.307966,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.73,2.19,7.42"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,3.335958,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.446915,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.516415,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.74,2.18,7.42"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,3.558245,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.669639,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.724886,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.73,2.18,7.43"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,3.780505,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.891902,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,3.933594,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.73,2.18,7.43"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
6,Baseline,False,4.00323,gaze_sample,"{""target"": ""room-large-variation""}"
6,Baseline,False,4.113338,gaze_sample,"{""target"": ""room-large-variation""}"
